word,frequency,code,nothing
Seguridad,69515, 06411,
financiamiento,69475, 8220321,
viento,69437, 821,
percepción,69328, 940902,
Tratado,69198, 1411,
categorías,69179, 71640,
periódico,69112, 9417,
piezas,69104, 900,
identificación,69095, 1218702,
universo,69059, 2840,
cultivo,69050, 7518,
recuerdo,68887, 4741,
empresarios,68848, 394040,
pobres,68833, 9940,
Organización,68514, 462002,
fundamento,68468, 821321,
Carmen,68462, 7432,
mando,68428, 321,
modos,68424, 310,
contenidos,68315, 721210,
Alejandro,68315, 56214,
órgano,68307, 462,
extremo,68299, 0143,
regulación,68242, 46502,
finalidad,68242, 82511,
belleza,68202, 90,
Padre,68117, 914,
Mario,68090, 34,
poemas,68059, 930,
candidato,67922, 72111,
frase,67919, 840,
comienzo,67907, 7320,
Municipal,67900, 32095,
noción,67894, 202,
voces,67823, 800,
conquista,67813, 72701,
fenómenos,67757, 82320,
batalla,67749, 91,
introducción,67691, 2141702,
sujetos,67600, 0610,
raíz,67533, 40,
flores,67480, 8540,
requisitos,67397, 47010,
potencial,67338, 91205,
David,67168, 181,
letras,67119, 5140,
materias,67069, 3140,
Obras,66935, 940,
puestos,66901, 9010,
facultades,66878, 875110,
escritores,66828, 074140,
ensayo,66808, 20,
enemigo,66789, 236,
manifestaciones,66661, 32801020,
dimensiones,66597, 132020,
signo,66585, 062,
demandas,66520, 13210,
disciplina,66389, 100952,
cita,66350, 01,
cuarto,66299, 741,
ARTICULO,66290, 4175,
esencia,66270, 020,
síntesis,66226, 02100,
película,66148, 9575,
soluciones,66059, 05020,
Agustín,65892, 6012,
argumento,65863, 46321,
brazos,65806, 9400,
ventajas,65792, 82160,
utilidad,65764, 1511,
propiedades,65728, 949110,
claridad,65663, 75411,
reacción,65550, 4702,
animal,65491, 235,
representante,65423, 49402121,
Fundación,65329, 82102,
médico,65324, 317,
alternativa,65289, 514218,
comparación,65247, 739402,
universidades,65221, 2840110,
impresión,65218, 39402,
triunfo,65075, 1428,
dinámica,64946, 1237,
riesgos,64883, 4060,
traducción,64867, 141702,
delito,64766, 151,
vías,64649, 80,
Indias,64597, 210,
corrupción,64595, 74902,
puertas,64470, 9410,
disminución,64449, 103202,
secreto,64411, 0741,
cabo,64375, 79,
Ruiz,64314, 40,
Panamá,64279, 923,
tropas,64258, 1490,
piso,64254, 90,
pan,64187, 92,
continuidad,64154, 721211,
jurisdicción,64145, 6401702,
compra,64128, 7394,
corriente,64119, 7421,
by,64114, 9,
código,64093, 716,
colores,64046, 7540,
dificultad,63940, 187511,
avance,63915, 820,
equipos,63869, 790,
modernidad,63863, 314211,
ocupación,63829, 7902,
radio,63805, 41,
solidaridad,63772, 051411,
juventud,63734, 68211,
compañías,63654, 73920,
soberanía,63460, 0942,
renta,63379, 421,
cuento,63354, 721,
temor,63271, 134,
Javier,63238, 684,
monto,63201, 321,
lenguas,63160, 5260,
solicitud,63092, 05011,
J,63036, 6,
barrio,63017, 94,
clima,62993, 753,
opiniones,62908, 9220,
sala,62876, 05,
deber,62732, 194,
documentación,62732, 1732102,
capitales,62701, 79150,
saber,62675, 094,
asociación,62622, 0002,
Chiapas,62605, 690,
terrenos,62537, 1420,
Unidad,62531, 211,
preparación,62503, 949402,
semanas,62481, 0320,
Bolívar,62432, 9584,
actitudes,62368, 71110,
Plata,62335, 951,
informes,62334, 28430,
colonia,62308, 752,
evidencia,62305, 8120,
clientes,62229, 75210,
Naciones,62217, 2020,
argumentos,62216, 463210,
seno,62191, 02,
dirigentes,62146, 146210,
incorporación,62029, 2749402,
ideología,61977, 156,
diputados,61963, 19110,
Siglo,61918, 065,
garantía,61723, 6421,
inflación,61657, 28502,
consulta,61652, 72051,
Registro,61586, 46014,
Ed.,61516, 1,
daño,61499, 12,
instante,61424, 20121,
Mexicana,61369, 3672,
Rosa,61348, 40,
Mendoza,61340, 3210,
comida,61317, 731,
desempeño,61310, 10392,
modernización,61274, 3142002,
pareja,61211, 946,
determinación,61184, 1143202,
salario,61169, 054,
separación,61150, 09402,
Joaquín,61085, 672,
afirmación,61074, 84302,
cobertura,60948, 79414,
ventas,60758, 8210,
líderes,60670, 5140,
expresiones,60656, 094020,
Popular,60639, 9954,
Gutiérrez,60612, 6140,
x,60581, 0,
hectáreas,60564, 7140,
duración,60498, 1402,
cuadros,60460, 7140,
Libro,60442, 594,
Reino,60410, 42,
Provincia,60363, 94820,
inglés,60344, 2650,
errores,60323, 440,
tensión,60315, 1202,
vino,60237, 82,
ciudadano,60122, 0112,
Año,60091, 2,
Compañía,59941, 7392,
artistas,59937, 41010,
ciudadanía,59909, 0112,
déficit,59885, 1801,
cama,59881, 73,
artista,59875, 4101,
idioma,59873, 13,
dignidad,59717, 16211,
vacío,59649, 80,
límite,59567, 531,
variedad,59524, 8411,
satisfacción,59480, 0108702,
observación,59439, 904802,
exportación,59396, 094102,
T.,59312, 1,
maíz,59293, 30,
moral,59152, 345,
imaginación,59104, 36202,
Art.,59087, 41,
culto,59079, 751,
Ediciones,59036, 1020,
dudas,59026, 110,
Unidas,59020, 210,
manifiesto,58992, 32801,
territorios,58937, 14140,
importaciones,58907, 3941020,
Alianza,58903, 520,
investigadores,58889, 28016140,
Orden,58884, 412,
fronteras,58795, 842140,
Torres,58731, 140,
historias,58572, 0140,
distinción,58568, 101202,
liberación,58535, 59402,
fracaso,58528, 8470,
sensación,58511, 02002,
profesionales,58484, 9480250,
desempleo,58447, 10395,
Isabel,58424, 095,
continente,58350, 721221,
Flores,58342, 8540,
velocidad,58325, 85011,
gracia,58313, 640,
signos,58307, 0620,
Comunidad,58276, 73211,
rol,58272, 45,
niña,58249, 22,
referencias,58247, 484200,
muertos,58230, 3410,
capitalismo,58197, 791503,
argentina,58052, 46212,
limitaciones,57967, 531020,
detalles,57913, 110,
reproducción,57898, 4941702,
científicos,57853, 021870,
Castillo,57848, 701,
perspectivas,57702, 94097180,
aparato,57625, 941,
impulso,57617, 3950,
patrón,57592, 9142,
versos,57544, 8400,
tomo,57533, 13,
examen,57458, 032,
hogares,57457, 640,
teorías,57435, 140,
créditos,57431, 74110,
circulación,57416, 047502,
intensidad,57405, 212011,
activos,57375, 7180,
amistad,57304, 3011,
VII,57286, 8,
reuniones,57182, 4220,
residencia,57144, 40120,
Municipio,57111, 3209,
militares,57068, 35140,
Toledo,57068, 151,
paisaje,57058, 906,
setenta,57018, 0121,
pasión,56997, 902,
costumbre,56993, 701394,
sesión,56974, 002,
candidatos,56942, 721110,
calor,56937, 754,
eje,56876, 6,
dicha,56790, 16,
Introducción,56648, 2141702,
Sierra,56593, 04,
Convenio,56451, 7282,
Guadalajara,56445, 61564,
poetas,56432, 910,
ropa,56422, 49,
víctimas,56371, 87130,
núcleo,56354, 275,
propietarios,56283, 949140,
Artes,56261, 410,
periódicos,56219, 94170,
economías,56182, 7230,
blanco,56105, 9527,
sueños,56068, 020,
caballo,56060, 79,
expectativas,56050, 0971180,
debajo,56032, 196,
Población,55973, 99502,
os,55959, 0,
caja,55820, 76,
modificaciones,55802, 3187020,
arquitectura,55789, 471714,
cuentos,55760, 7210,
villa,55754, 8,
alegría,55751, 564,
etapas,55711, 190,
copia,55701, 79,
R,55697, 4,
autorización,55618, 14002,
regla,55525, 465,
medicina,55491, 3102,
Palacio,55474, 950,
aceptación,55447, 09102,
País,55444, 90,
fórmula,55394, 8435,
escrito,55379, 0741,
articulo,55366, 4175,
maneras,55337, 3240,
letra,55335, 514,
Autónoma,55317, 123,
oficiales,55265, 8050,
obispo,55260, 909,
placer,55181, 9504,
árbol,55168, 495,
Parte,55155, 941,
Nicolás,55088, 2750,
Número,55050, 234,
facultad,55019, 87511,
problemática,55015, 9495317,
Arte,55009, 41,
números,55004, 2340,
profundidad,54968, 9482111,
negociaciones,54888, 260020,
verano,54851, 842,
Puebla,54842, 995,
sitios,54832, 010,
sesenta,54723, 0021,
familiares,54630, 83540,
Jefe,54608, 68,
Moreno,54592, 342,
busca,54588, 907,
impuesto,54568, 3901,
colección,54527, 75702,
Quito,54412, 71,
énfasis,54397, 2800,
Jaime,54352, 63,
adquisición,54318, 17002,
ámbitos,54293, 3910,
soledad,54292, 0511,
enemigos,54263, 2360,
hermana,54157, 432,
cursos,54144, 7400,
dictadura,54134, 17114,
fundación,54060, 82102,
banco,54007, 927,
T,53923, 1,
ganado,53891, 621,
rendimiento,53890, 421321,
civilización,53848, 085002,
discursos,53798, 107400,
esclavos,53725, 07580,
Información,53664, 284302,
indicadores,53651, 217140,
prestigio,53595, 94016,
fruto,53490, 841,
Franco,53453, 8427,
Paraguay,53447, 946,
hacienda,53381, 021,
pieza,53311, 90,
delitos,53254, 1510,
publicaciones,53252, 9957020,
usuarios,53217, 040,
asociaciones,53118, 00020,
planificación,53105, 9528702,
mito,52885, 31,
tecnologías,52834, 172560,
cincuenta,52816, 02721,
diagnóstico,52711, 162017,
vigor,52701, 864,
oficina,52680, 802,
comienzos,52627, 73200,
antecedentes,52626, 2101210,
Edad,52615, 11,
generaciones,52576, 624020,
L,52534, 5,
conclusiones,52530, 7275020,
novecientos,52484, 280210,
instalaciones,52475, 2015020,
to,52469, 1,
regreso,52455, 4640,
apartado,52415, 9411,
sede,52394, 01,
combate,52356, 7391,
rechazo,52342, 460,
destrucción,52328, 1014702,
trabajador,52309, 149614,
exigencias,52252, 66200,
Plaza,52225, 950,
ESTADO,52217, 011,
perfil,52191, 9485,
tradiciones,52149, 141020,
habitación,52118, 9102,
comentarios,51993, 732140,
pagos,51989, 960,
complejidad,51971, 7395611,
C.V.,51917, 79,
Teresa,51887, 140,
postura,51872, 9014,
líder,51790, 514,
opciones,51756, 9020,
ss,51653, 00,
profesión,51648, 94802,
Convención,51618, 728202,
intelectuales,51592, 2157150,
ramas,51536, 430,
Gobernador,51511, 694214,
deseos,51480, 100,
jefes,51394, 680,
garantías,51388, 64210,
cultivos,51377, 75180,
bosque,51352, 907,
Fecha,51311, 86,
Sección,51305, 0702,
felicidad,51297, 85011,
frutos,51212, 8410,
entrevista,51185, 214801,
ataque,51161, 17,
Informe,51123, 2843,
Investigación,51107, 2801602,
Jiménez,51097, 6320,
raíces,51091, 400,
Acción,51087, 702,
edificios,51067, 1800,
Rosario,51020, 404,
Veracruz,51008, 84740,
consolidación,50986, 7205102,
transmisión,50928, 1420302,
consideraciones,50904, 72014020,
clasificación,50889, 7508702,
característica,50830, 74714017,
g,50798, 6,
circunstancia,50798, 04720120,
Sala,50785, 05,
Víctor,50779, 8714,
Diputados,50749, 19110,
ríos,50719, 40,
inmediato,50645, 2311,
expediente,50637, 09121,
raza,50630, 40,
consiguiente,50619, 720621,
trato,50613, 141,
interacción,50556, 214702,
tratado,50500, 1411,
valle,50452, 8,
competencias,50449, 7391200,
sensibilidad,50377, 0209511,
herencia,50346, 420,
W.,50295, ,
alcalde,50226, 5751,
instrucción,50187, 2014702,
infancia,50168, 2820,
esfera,50156, 084,
imperio,50147, 394,
N.,50147, 2,
vidas,50110, 810,
Ramírez,50091, 4340,
sindicatos,49997, 021710,
cifra,49988, 084,
contribución,49970, 7214902,
consenso,49955, 72020,
hambre,49952, 394,
gesto,49944, 601,
Virgen,49932, 8462,
cadena,49914, 712,
Secretaria,49886, 07414,
amenaza,49854, 320,
agente,49852, 621,
ajuste,49796, 601,
lectores,49794, 57140,
potencia,49761, 9120,
revistas,49752, 48010,
petróleo,49687, 9145,
manifestación,49664, 3280102,
Investigaciones,49651, 28016020,
señal,49650, 025,
tabla,49644, 195,
ahorro,49547, 4,
culpa,49534, 759,
conversación,49484, 7284002,
China,49484, 62,
domicilio,49460, 1305,
novelas,49456, 2850,
valoración,49439, 85402,
flujo,49436, 856,
Este,49429, 01,
horizonte,49275, 4021,
avances,49230, 8200,
ampliación,49203, 39502,
transformaciones,49192, 1420843020,
gentes,49125, 6210,
iniciativas,49120, 20180,
Gabriel,49100, 6945,
instancias,49092, 201200,
extranjero,49090, 014264,
corrientes,49065, 74210,
ventana,49015, 8212,
Tabla,49014, 195,
actor,48977, 714,
ruptura,48955, 4914,
Romero,48936, 434,
ánimo,48923, 23,
Presidencia,48881, 940120,
bosques,48831, 9070,
capítulos,48683, 79150,
viviendas,48605, 88210,
capacidades,48576, 790110,
Resolución,48571, 40502,
médicos,48556, 3170,
establecimientos,48543, 019503210,
orígenes,48531, 4620,
leche,48454, 56,
sentidos,48386, 02110,
símbolo,48314, 0395,
observaciones,48289, 9048020,
papeles,48282, 9950,
Conferencia,48276, 728420,
mm,48273, 33,
correspondencia,48272, 74092120,
auto,48216, 1,
Defensa,48155, 1820,
Daniel,48145, 125,
modificación,48125, 318702,
usos,48099, 00,
Rojas,48096, 460,
responsabilidades,47953, 4092095110,
Vargas,47931, 8460,
mandato,47901, 3211,
declaraciones,47887, 1754020,
pecho,47881, 96,
F,47871, 8,
panorama,47788, 9243,
XXI,47777, 06,
Sector,47745, 0714,
victoria,47736, 8714,
Senado,47716, 021,
ordenamiento,47658, 412321,
alternativas,47608, 5142180,
amparo,47594, 394,
convento,47552, 72821,
lluvia,47547, 8,
proposiciones,47541, 9490020,
PIB,47535, 99,
Teatro,47522, 114,
á,47497, ,
protagonista,47456, 9416201,
víctima,47455, 8713,
colegio,47442, 756,
Católica,47416, 7157,
Arturo,47366, 414,
daños,47293, 120,
Canadá,47262, 721,
artes,47212, 410,
representaciones,47210, 494021020,
Alfredo,47192, 5841,
dioses,47180, 100,
relatos,47154, 4510,
Chihuahua,47088, 6,
rango,47088, 426,
contraste,47077, 721401,
jueces,47035, 600,
reservas,46984, 40480,
Emilio,46968, 35,
industrias,46948, 210140,
canto,46928, 721,
Pueblo,46922, 995,
Juárez,46891, 640,
Rivera,46821, 484,
dueño,46801, 12,
piedras,46789, 9140,
compañero,46787, 73924,
magnitud,46783, 36211,
cantidades,46662, 721110,
Ortega,46656, 416,
ética,46654, 17,
creencias,46634, 74200,
sucesos,46618, 0000,
mexicanos,46556, 36720,
Policía,46522, 950,
In,46501, 2,
era,46401, 4,
república,46365, 49957,
Morales,46275, 3450,
Honduras,46252, 2140,
templo,46188, 1395,
cárcel,46187, 7405,
niñas,46186, 220,
concesión,46160, 72002,
ficción,46140, 8702,
Corona,46137, 742,
patrones,46104, 91420,
Herrera,46084, 44,
UNAM,46079, 23,
Portugal,46041, 94165,
labios,45991, 590,
combinación,45971, 739202,
Recursos,45952, 47400,
Cambridge,45921, 739416,
minas,45870, 320,
César,45858, 004,
vigilancia,45848, 86520,
rentas,45842, 4210,
Ernesto,45814, 4201,
VIII,45810, 8,
legitimidad,45808, 561311,
comerciantes,45797, 7340210,
fortuna,45743, 8412,
transferencia,45722, 14208420,
Ayuntamiento,45700, 21321,
fiestas,45694, 8010,
teléfono,45690, 1582,
grados,45676, 6410,
Mujer,45654, 364,
participantes,45540, 94109210,
columna,45472, 7532,
consejo,45439, 7206,
Guerrero,45282, 644,
significación,45254, 0628702,
acumulación,45199, 73502,
Santos,45154, 0210,
compromisos,45106, 7394300,
espejo,45102, 096,
críticas,45035, 74170,
publicidad,45030, 995011,
componente,45023, 739221,
Mujeres,45022, 3640,
restos,44997, 4010,
gloria,44965, 654,
oficinas,44961, 8020,
perjuicio,44944, 9460,
Japón,44904, 692,
Borges,44895, 9460,
precisión,44870, 94002,
integrantes,44852, 2164210,
adultos,44836, 1510,
pelo,44829, 95,
puesta,44821, 901,
muestras,44820, 30140,
Audiencia,44813, 120,
temperatura,44783, 139414,
Mariano,44768, 342,
brazo,44706, 940,
exclusión,44683, 07502,
vocación,44676, 8702,
responsables,44660, 40920950,
cocina,44605, 702,
Filosofía,44597, 8508,
narrador,44558, 2414,
Ortiz,44546, 410,
metas,44473, 310,
kilómetros,44438, 753140,
prevención,44430, 948202,
seguimiento,44364, 06321,
licitación,44347, 50102,
Vega,44265, 86,
Juana,44231, 62,
Fe,44219, 8,
deterioro,44202, 1144,
viajes,44193, 860,
Análisis,44135, 2500,
celebración,44096, 059402,
oración,44093, 402,
ventaja,44086, 8216,
Marcos,44084, 3470,
gas,44065, 60,
burguesía,44030, 9460,
detalle,43987, 11,
noches,43971, 260,
descentralización,43970, 1002145002,
lógica,43968, 567,
Fuentes,43963, 8210,
that,43907, 11,
presidencia,43903, 940120,
hospital,43879, 0915,
mercancías,43851, 347200,
recepción,43847, 40902,
PRI,43831, 94,
tanto,43820, 121,
testigos,43794, 10160,
Regional,43769, 4625,
períodos,43748, 9410,
ensayos,43743, 200,
drogas,43739, 1460,
prestación,43701, 940102,
Cárdenas,43693, 74120,
máquina,43691, 372,
ex,43681, 0,
dios,43658, 10,
azúcar,43608, 074,
descubrimiento,43601, 10794321,
instrucciones,43599, 20147020,
supuestos,43587, 09010,
historiador,43569, 01414,
incidencia,43536, 20120,
recuerdos,43532, 47410,
comunicaciones,43490, 7327020,
Raúl,43487, 45,
represión,43417, 49402,
entusiasmo,43398, 21003,
fechas,43379, 860,
Boletín,43364, 9512,
Paul,43252, 95,
tribunal,43182, 14925,
Cortes,43163, 7410,
círculo,43153, 0475,
Colección,43149, 75702,
guerras,43132, 640,
emergencia,43130, 34620,
alianza,43086, 520,
Federico,43065, 8147,
petición,43027, 9102,
equidad,42997, 711,
meta,42947, 31,
cuello,42938, 7,
tránsito,42937, 14201,
mejora,42933, 364,
International,42932, 2142125,
Suprema,42911, 0943,
ojo,42901, 6,
aporte,42854, 941,
modalidades,42841, 315110,
permiso,42813, 9430,
instalación,42759, 201502,
luchas,42678, 560,
desigualdad,42676, 106511,
vínculos,42652, 82750,
tráfico,42628, 1487,
Agricultura,42592, 647514,
herramientas,42577, 43210,
Muñoz,42486, 320,
reflexiones,42476, 485620,
SAN,42471, 02,
propósitos,42449, 949010,
trayectoria,42426, 14714,
estación,42394, 0102,
D.F.,42302, 18,
huelga,42298, 56,
reina,42293, 42,
expedición,42256, 09102,
hierro,42222, 4,
adopción,42198, 1902,
convivencia,42192, 728820,
distrito,42147, 10141,
negros,42132, 2640,
Tomo,42126, 13,
Gonzalo,42089, 6205,
películas,42039, 95750,
castellano,42007, 7012,
Judicial,41982, 6105,
Cristóbal,41970, 740195,
Asia,41948, 0,
mejoramiento,41928, 364321,
cámara,41918, 734,
épocas,41890, 970,
historiadores,41881, 014140,
socios,41858, 000,
Medina,41851, 312,
Literatura,41834, 51414,
abandono,41798, 9212,
misterio,41747, 3014,
juegos,41731, 660,
formulación,41713, 843502,
sesiones,41669, 0020,
gracias,41661, 6400,
talleres,41605, 140,
protesta,41500, 94101,
ubicación,41460, 9702,
rigor,41450, 464,
restricciones,41403, 40147020,
luna,41358, 52,
Estudio,41355, 011,
ejemplares,41348, 639540,
ministros,41346, 320140,
jardín,41340, 6412,
validez,41338, 8510,
hoja,41298, 6,
articulación,41241, 417502,
caballos,41205, 790,
licencia,41202, 5020,
Hidalgo,41197, 156,
aprovechamiento,41188, 9486321,
confusión,41169, 72802,
competitividad,41146, 73911811,
yo,41141, ,
Jalisco,41130, 6507,
segundo,41059, 0621,
rato,41047, 41,
redacción,41021, 41702,
desaparición,41021, 109402,
islas,40990, 050,
prisión,40950, 9402,
Calderón,40911, 75142,
mínimo,40904, 323,
Jean,40882, 62,
comentario,40877, 73214,
Occidente,40848, 70121,
espectáculo,40795, 097175,
socialismo,40793, 00503,
luces,40786, 500,
sonido,40778, 021,
contradicción,40774, 72141702,
contaminación,40763, 7213202,
Premio,40753, 943,
Fig.,40725, 86,
crimen,40702, 7432,
Monterrey,40680, 3214,
do,40587, 1,
Espíritu,40585, 0941,
Fuerzas,40580, 8400,
puente,40573, 921,
Guadalupe,40561, 6159,
frío,40547, 84,
cliente,40543, 7521,
Producción,40535, 941702,
nacionalismo,40535, 202503,
Capital,40504, 7915,
du,40475, 1,
retorno,40458, 4142,
fortalecimiento,40452, 84150321,
apariencia,40416, 9420,
Lorenzo,40408, 5420,
discriminación,40389, 10743202,
Mexicanos,40382, 36720,
adaptación,40373, 19102,
Supremo,40344, 0943,
fábrica,40337, 8947,
pacto,40327, 971,
America,40258, 347,
labores,40254, 5940,
merced,40211, 3401,
alimentación,40207, 532102,
Hospital,40197, 0915,
reserva,40137, 4048,
archivos,40128, 4680,
violación,40115, 8502,
coronel,40053, 7425,
dominación,40046, 13202,
pecado,40039, 971,
cálculo,40014, 7575,
Salamanca,40011, 05327,
marca,40009, 347,
géneros,40007, 6240,
piernas,40006, 9420,
testimonios,39988, 101320,
XVI,39979, 08,
innovación,39964, 22802,
Concepción,39945, 720902,
