word,frequency,transcription,si_no
vigencia,69730,8620,n
American,69580,3472,n
Seguridad,69515,06411,n
Guillermo,69518,643,n
financiamiento,69475,8220321,n
viento,69437,821,n
Tratado,69198,1411,n
categorías,69179,71640,n
percepción,69328,940902,n
periódico,69112,9417,s
identificación,69095,1218702,n
universo,69059,2840,n
cultivo,69050,7518,n
recuerdo,68887,4741,n
piezas,69104,900,n
empresarios,68848,394040,n
pobres,68833,9940,n
fundamento,68468,821321,n
Organización,68514,462002,n
Carmen,68462,7432,n
mando,68428,321,s
modos,68424,310,n
órgano,68307,462,s
contenidos,68315,721210,n
Alejandro,68315,56214,n
extremo,68299,0143,n
regulación,68242,46502,n
finalidad,68242,82511,n
belleza,68202,90,n
Padre,68117,914,n
poemas,68059,930,n
Mario,68090,34,n
candidato,67922,72111,n
frase,67919,840,n
noción,67894,202,n
comienzo,67907,7320,n
Municipal,67900,32095,n
voces,67823,800,n
conquista,67813,72701,n
batalla,67749,91,n
fenómenos,67757,82320,n
introducción,67691,2141702,n
raíz,67533,40,s
sujetos,67600,0610,n
requisitos,67397,47010,n
potencial,67338,91205,n
flores,67480,8540,n
David,67168,181,n
letras,67119,5140,n
materias,67069,3140,n
Obras,66935,940,n
puestos,66901,9010,n
escritores,66828,074140,n
facultades,66878,875110,n
ensayo,66808,20,n
enemigo,66789,236,n
dimensiones,66597,132020,n
manifestaciones,66661,32801020,n
demandas,66520,13210,n
signo,66585,062,n
disciplina,66389,100952,n
cita,66350,01,n
ARTICULO,66290,4175,n
cuarto,66299,741,s
esencia,66270,020,n
síntesis,66226,02100,n
película,66148,9575,n
soluciones,66059,05020,n
Agustín,65892,6012,n
argumento,65863,46321,n
brazos,65806,9400,n
ventajas,65792,82160,n
utilidad,65764,1511,n
claridad,65663,75411,n
propiedades,65728,949110,n
reacción,65550,4702,n
animal,65491,235,s
representante,65423,49402121,n
Fundación,65329,82102,n
médico,65324,317,n
alternativa,65289,514218,n
universidades,65221,2840110,n
comparación,65247,739402,n
triunfo,65075,1428,n
impresión,65218,39402,n
riesgos,64883,4060,n
traducción,64867,141702,n
delito,64766,151,n
dinámica,64946,1237,n
corrupción,64595,74902,n
puertas,64470,9410,n
vías,64649,80,n
disminución,64449,103202,n
cabo,64375,79,s
secreto,64411,0741,n
Ruiz,64314,40,n
Indias,64597,210,n
Panamá,64279,923,n
tropas,64258,1490,n
pan,64187,92,s
piso,64254,90,s
continuidad,64154,721211,n
jurisdicción,64145,6401702,n
corriente,64119,7421,n
código,64093,716,n
by,64114,9,n
compra,64128,7394,n
colores,64046,7540,n
avance,63915,820,n
dificultad,63940,187511,n
equipos,63869,790,n
modernidad,63863,314211,n
ocupación,63829,7902,n
radio,63805,41,s
solidaridad,63772,051411,n
juventud,63734,68211,n
compañías,63654,73920,n
renta,63379,421,n
soberanía,63460,0942,n
cuento,63354,721,n
temor,63271,134,n
Javier,63238,684,n
monto,63201,321,n
lenguas,63160,5260,n
J,63036,6,n
solicitud,63092,05011,n
barrio,63017,94,n
opiniones,62908,9220,n
clima,62993,753,n
deber,62732,194,n
sala,62876,05,n
saber,62675,094,n
documentación,62732,1732102,n
capitales,62701,79150,n
asociación,62622,0002,n
Chiapas,62605,690,n
terrenos,62537,1420,n
Unidad,62531,211,n
preparación,62503,949402,n
semanas,62481,0320,n
Bolívar,62432,9584,n
actitudes,62368,71110,n
Plata,62335,951,s
informes,62334,28430,n
colonia,62308,752,n
evidencia,62305,8120,n
clientes,62229,75210,n
Naciones,62217,2020,n
argumentos,62216,463210,n
seno,62191,02,n
incorporación,62029,2749402,n
dirigentes,62146,146210,n
ideología,61977,156,n
diputados,61963,19110,n
Siglo,61918,065,n
garantía,61723,6421,n
Ed.,61516,1,Error
inflación,61657,28502,n
consulta,61652,72051,n
instante,61424,20121,n
Registro,61586,46014,n
daño,61499,12,n
Mexicana,61369,3672,n
Rosa,61348,40,s
Mendoza,61340,3210,n
comida,61317,731,n
desempeño,61310,10392,n
modernización,61274,3142002,n
pareja,61211,946,n
salario,61169,054,n
determinación,61184,1143202,n
Joaquín,61085,672,n
separación,61150,09402,n
afirmación,61074,84302,n
ventas,60758,8210,n
líderes,60670,5140,n
cobertura,60948,79414,n
expresiones,60656,094020,n
Popular,60639,9954,n
Gutiérrez,60612,6140,n
x,60581,0,n
cuadros,60460,7140,n
hectáreas,60564,7140,n
duración,60498,1402,n
Libro,60442,594,s
Reino,60410,42,n
inglés,60344,2650,n
Provincia,60363,94820,n
tensión,60315,1202,n
vino,60237,82,n
ciudadano,60122,0112,n
errores,60323,440,n
Año,60091,2,n
artistas,59937,41010,n
Compañía,59941,7392,n
déficit,59885,1801,n
cama,59881,73,s
artista,59875,4101,n
vacío,59649,80,n
ciudadanía,59909,0112,n
dignidad,59717,16211,n
idioma,59873,13,n
límite,59567,531,n
observación,59439,904802,n
T.,59312,1,Error
variedad,59524,8411,n
satisfacción,59480,0108702,n
exportación,59396,094102,n
Art.,59087,41,Error
maíz,59293,30,s
imaginación,59104,36202,n
moral,59152,345,n
culto,59079,751,n
Ediciones,59036,1020,n
dudas,59026,110,n
Unidas,59020,210,n
territorios,58937,14140,n
importaciones,58907,3941020,n
Alianza,58903,520,n
investigadores,58889,28016140,n
Orden,58884,412,n
fronteras,58795,842140,n
Torres,58731,140,n
historias,58572,0140,n
distinción,58568,101202,n
liberación,58535,59402,n
fracaso,58528,8470,n
profesionales,58484,9480250,n
sensación,58511,02002,n
desempleo,58447,10395,n
Isabel,58424,095,n
Flores,58342,8540,n
continente,58350,721221,n
gracia,58313,640,n
velocidad,58325,85011,n
signos,58307,0620,n
Comunidad,58276,73211,n
rol,58272,45,n
niña,58249,22,n
muertos,58230,3410,n
referencias,58247,484200,n
capitalismo,58197,791503,n
argentina,58052,46212,n
limitaciones,57967,531020,n
detalles,57913,110,n
reproducción,57898,4941702,n
científicos,57853,021870,n
Castillo,57848,701,n
manifiesto,58992,32801,n
perspectivas,57702,94097180,n
aparato,57625,941,s
versos,57544,8400,n
patrón,57592,9142,n
impulso,57617,3950,n
tomo,57533,13,s
hogares,57457,640,n
examen,57458,032,n
teorías,57435,140,n
créditos,57431,74110,n
circulación,57416,047502,n
intensidad,57405,212011,n
activos,57375,7180,n
VII,57286,8,n
amistad,57304,3011,n
reuniones,57182,4220,n
residencia,57144,40120,n
militares,57068,35140,n
Municipio,57111,3209,n
Toledo,57068,151,n
paisaje,57058,906,n
setenta,57018,0121,n
pasión,56997,902,n
costumbre,56993,701394,n
sesión,56974,002,n
candidatos,56942,721110,n
eje,56876,6,s
calor,56937,754,n
Sierra,56593,04,s
Introducción,56648,2141702,n
Convenio,56451,7282,n
dicha,56790,16,n
ropa,56422,49,s
poetas,56432,910,n
Guadalajara,56445,61564,n
víctimas,56371,87130,n
núcleo,56354,275,n
propietarios,56283,949140,n
Artes,56261,410,n
periódicos,56219,94170,n
economías,56182,7230,n
blanco,56105,9527,n
sueños,56068,020,n
expectativas,56050,0971180,n
caballo,56060,79,s
debajo,56032,196,n
Población,55973,99502,n
os,55959,0,n
caja,55820,76,s
modificaciones,55802,3187020,n
alegría,55751,564,n
villa,55754,8,n
cuentos,55760,7210,n
R,55697,4,n
copia,55701,79,n
etapas,55711,190,n
autorización,55618,14002,n
regla,55525,465,s
medicina,55491,3102,n
aceptación,55447,09102,n
País,55444,90,n
arquitectura,55789,471714,n
fórmula,55394,8435,n
articulo,55366,4175,n
maneras,55337,3240,n
escrito,55379,0741,n
Autónoma,55317,123,n
letra,55335,514,n
oficiales,55265,8050,n
placer,55181,9504,n
árbol,55168,495,s
obispo,55260,909,n
Nicolás,55088,2750,n
Parte,55155,941,n
Número,55050,234,n
facultad,55019,87511,n
problemática,55015,9495317,n
Arte,55009,41,n
profundidad,54968,9482111,n
negociaciones,54888,260020,n
verano,54851,842,n
números,55004,2340,n
sitios,54832,010,n
Puebla,54842,995,n
sesenta,54723,0021,n
familiares,54630,83540,n
Moreno,54592,342,n
Jefe,54608,68,n
busca,54588,907,n
impuesto,54568,3901,n
colección,54527,75702,n
Quito,54412,71,n
énfasis,54397,2800,n
Jaime,54352,63,n
adquisición,54318,17002,n
ámbitos,54293,3910,n
soledad,54292,0511,n
enemigos,54263,2360,n
hermana,54157,432,n
cursos,54144,7400,n
fundación,54060,82102,n
banco,54007,927,s
T,53923,1,n
dictadura,54134,17114,n
ganado,53891,621,n
rendimiento,53890,421321,n
civilización,53848,085002,n
discursos,53798,107400,n
esclavos,53725,07580,n
Información,53664,284302,n
indicadores,53651,217140,n
prestigio,53595,94016,n
fruto,53490,841,s
Franco,53453,8427,n
Paraguay,53447,946,n
hacienda,53381,021,n
pieza,53311,90,s
delitos,53254,1510,n
publicaciones,53252,9957020,n
usuarios,53217,040,n
asociaciones,53118,00020,n
planificación,53105,9528702,n
mito,52885,31,n
tecnologías,52834,172560,n
cincuenta,52816,02721,n
diagnóstico,52711,162017,n
vigor,52701,864,n
oficina,52680,802,n
comienzos,52627,73200,n
antecedentes,52626,2101210,n
Edad,52615,11,n
L,52534,5,n
generaciones,52576,624020,n
conclusiones,52530,7275020,n
novecientos,52484,280210,n
instalaciones,52475,2015020,n
to,52469,1,n
Palacio,55474,950,s
regreso,52455,4640,n
sede,52394,01,n
combate,52356,7391,n
rechazo,52342,460,n
apartado,52415,9411,n
destrucción,52328,1014702,n
trabajador,52309,149614,n
exigencias,52252,66200,n
Plaza,52225,950,n
ESTADO,52217,011,n
perfil,52191,9485,n
tradiciones,52149,141020,n
comentarios,51993,732140,n
C.V.,51917,79,Error
pagos,51989,960,n
habitación,52118,9102,n
complejidad,51971,7395611,n
postura,51872,9014,n
opciones,51756,9020,n
líder,51790,514,n
Teresa,51887,140,n
ss,51653,00,n
intelectuales,51592,2157150,n
profesión,51648,94802,n
Convención,51618,728202,n
ramas,51536,430,n
Gobernador,51511,694214,n
jefes,51394,680,n
deseos,51480,100,n
garantías,51388,64210,n
bosque,51352,907,n
Fecha,51311,86,n
cultivos,51377,75180,n
Sección,51305,0702,n
frutos,51212,8410,n
felicidad,51297,85011,n
entrevista,51185,214801,n
ataque,51161,17,n
Investigación,51107,2801602,n
Informe,51123,2843,n
Jiménez,51097,6320,n
raíces,51091,400,n
edificios,51067,1800,n
Acción,51087,702,n
Rosario,51020,404,s
Veracruz,51008,84740,n
consideraciones,50904,72014020,n
transmisión,50928,1420302,n
consolidación,50986,7205102,n
clasificación,50889,7508702,n
circunstancia,50798,04720120,n
característica,50830,74714017,n
g,50798,6,n
Sala,50785,05,n
Víctor,50779,8714,n
Diputados,50749,19110,n
ríos,50719,40,n
inmediato,50645,2311,n
expediente,50637,09121,s
raza,50630,40,n
consiguiente,50619,720621,n
trato,50613,141,n
tratado,50500,1411,n
valle,50452,8,n
interacción,50556,214702,n
W.,50295,,Error
competencias,50449,7391200,n
herencia,50346,420,n
alcalde,50226,5751,n
sensibilidad,50377,0209511,n
infancia,50168,2820,n
N.,50147,2,Error
esfera,50156,084,s
instrucción,50187,2014702,n
imperio,50147,394,n
vidas,50110,810,n
sindicatos,49997,021710,n
Ramírez,50091,4340,n
cifra,49988,084,n
contribución,49970,7214902,n
consenso,49955,72020,n
hambre,49952,394,n
Virgen,49932,8462,n
gesto,49944,601,n
Secretaria,49886,07414,n
cadena,49914,712,s
agente,49852,621,n
amenaza,49854,320,n
lectores,49794,57140,n
potencia,49761,9120,n
revistas,49752,48010,n
petróleo,49687,9145,n
Investigaciones,49651,28016020,n
manifestación,49664,3280102,n
señal,49650,025,n
ahorro,49547,4,n
culpa,49534,759,n
conversación,49484,7284002,n
domicilio,49460,1305,n
novelas,49456,2850,n
valoración,49439,85402,n
flujo,49436,856,n
Este,49429,01,n
horizonte,49275,4021,n
avances,49230,8200,n
ampliación,49203,39502,n
transformaciones,49192,1420843020,n
gentes,49125,6210,n
iniciativas,49120,20180,n
Gabriel,49100,6945,n
instancias,49092,201200,n
China,49484,62,n
extranjero,49090,014264,n
corrientes,49065,74210,n
ventana,49015,8212,s
Tabla,49014,195,s
actor,48977,714,n
ruptura,48955,4914,n
ánimo,48923,23,n
Romero,48936,434,s
bosques,48831,9070,n
Presidencia,48881,940120,n
capítulos,48683,79150,n
viviendas,48605,88210,n
capacidades,48576,790110,n
Resolución,48571,40502,n
médicos,48556,3170,n
establecimientos,48543,019503210,n
orígenes,48531,4620,n
leche,48454,56,n
sentidos,48386,02110,n
símbolo,48314,0395,n
observaciones,48289,9048020,n
papeles,48282,9950,n
Conferencia,48276,728420,n
mm,48273,33,n
correspondencia,48272,74092120,n
auto,48216,1,s
Defensa,48155,1820,n
Daniel,48145,125,n
modificación,48125,318702,n
usos,48099,00,n
Rojas,48096,460,n
responsabilidades,47953,4092095110,n
Vargas,47931,8460,n
mandato,47901,3211,n
declaraciones,47887,1754020,n
pecho,47881,96,s
F,47871,8,n
XXI,47777,06,n
panorama,47788,9243,n
victoria,47736,8714,n
Sector,47745,0714,n
ordenamiento,47658,412321,n
Senado,47716,021,n
alternativas,47608,5142180,n
amparo,47594,394,n
convento,47552,72821,s
lluvia,47547,8,n
proposiciones,47541,9490020,n
PIB,47535,99,n
Teatro,47522,114,n
á,47497,,n
víctima,47455,8713,n
colegio,47442,756,n
Católica,47416,7157,n
protagonista,47456,9416201,n
daños,47293,120,n
Arturo,47366,414,n
artes,47212,410,n
Canadá,47262,721,n
representaciones,47210,494021020,n
Alfredo,47192,5841,n
dioses,47180,100,n
relatos,47154,4510,n
Chihuahua,47088,6,n
rango,47088,426,n
contraste,47077,721401,n
jueces,47035,600,n
reservas,46984,40480,n
Emilio,46968,35,n
canto,46928,721,n
industrias,46948,210140,n
Juárez,46891,640,n
Pueblo,46922,995,n
dueño,46801,12,n
Rivera,46821,484,n
piedras,46789,9140,n
compañero,46787,73924,n
magnitud,46783,36211,n
cantidades,46662,721110,n
Ortega,46656,416,n
ética,46654,17,n
creencias,46634,74200,n
sucesos,46618,0000,n
mexicanos,46556,36720,n
Policía,46522,950,n
In,46501,2,n
era,46401,4,n
república,46365,49957,n
Honduras,46252,2140,n
Morales,46275,3450,n
cárcel,46187,7405,s
templo,46188,1395,n
niñas,46186,220,n
concesión,46160,72002,n
ficción,46140,8702,n
Corona,46137,742,s
patrones,46104,91420,n
Herrera,46084,44,n
UNAM,46079,23,n
Portugal,46041,94165,n
combinación,45971,739202,n
labios,45991,590,n
Recursos,45952,47400,n
Cambridge,45921,739416,n
minas,45870,320,n
César,45858,004,n
vigilancia,45848,86520,n
rentas,45842,4210,n
Ernesto,45814,4201,n
VIII,45810,8,n
legitimidad,45808,561311,n
comerciantes,45797,7340210,n
fortuna,45743,8412,n
transferencia,45722,14208420,n
Ayuntamiento,45700,21321,n
fiestas,45694,8010,n
teléfono,45690,1582,s
grados,45676,6410,n
Mujer,45654,364,n
columna,45472,7532,s
participantes,45540,94109210,n
consejo,45439,7206,n
Guerrero,45282,644,n
significación,45254,0628702,n
acumulación,45199,73502,n
Santos,45154,0210,n
compromisos,45106,7394300,n
espejo,45102,096,s
críticas,45035,74170,n
componente,45023,739221,n
publicidad,45030,995011,n
Mujeres,45022,3640,n
gloria,44965,654,n
restos,44997,4010,n
oficinas,44961,8020,n
perjuicio,44944,9460,n
Japón,44904,692,n
Borges,44895,9460,n
precisión,44870,94002,n
integrantes,44852,2164210,n
pelo,44829,95,s
adultos,44836,1510,n
muestras,44820,30140,n
puesta,44821,901,n
Audiencia,44813,120,n
temperatura,44783,139414,n
Mariano,44768,342,n
brazo,44706,940,s
exclusión,44683,07502,n
vocación,44676,8702,n
responsables,44660,40920950,n
cocina,44605,702,n
Filosofía,44597,8508,n
narrador,44558,2414,n
Ortiz,44546,410,n
metas,44473,310,n
kilómetros,44438,753140,n
prevención,44430,948202,n
licitación,44347,50102,n
seguimiento,44364,06321,n
Juana,44231,62,n
Vega,44265,86,n
Fe,44219,8,n
deterioro,44202,1144,n
viajes,44193,860,n
Análisis,44135,2500,n
celebración,44096,059402,n
oración,44093,402,n
ventaja,44086,8216,n
Marcos,44084,3470,n
tabla,49644,195,s
ajuste,49796,601,n
gas,44065,60,n
burguesía,44030,9460,n
noches,43971,260,n
detalle,43987,11,n
descentralización,43970,1002145002,n
lógica,43968,567,n
that,43907,11,n
Fuentes,43963,8210,n
presidencia,43903,940120,n
hospital,43879,0915,n
recepción,43847,40902,n
mercancías,43851,347200,n
PRI,43831,94,n
tanto,43820,121,n
testigos,43794,10160,n
períodos,43748,9410,n
Regional,43769,4625,n
ensayos,43743,200,n
drogas,43739,1460,s
máquina,43691,372,s
Cárdenas,43693,74120,n
ex,43681,0,n
prestación,43701,940102,n
dios,43658,10,n
azúcar,43608,074,s
descubrimiento,43601,10794321,n
instrucciones,43599,20147020,n
supuestos,43587,09010,n
historiador,43569,01414,n
incidencia,43536,20120,n
recuerdos,43532,47410,n
comunicaciones,43490,7327020,n
Raúl,43487,45,n
represión,43417,49402,n
Boletín,43364,9512,n
entusiasmo,43398,21003,n
fechas,43379,860,n
Paul,43252,95,n
círculo,43153,0475,n
Cortes,43163,7410,n
tribunal,43182,14925,n
guerras,43132,640,n
alianza,43086,520,n
emergencia,43130,34620,n
Colección,43149,75702,n
Federico,43065,8147,n
equidad,42997,711,n
petición,43027,9102,n
meta,42947,31,n
cuello,42938,7,s
tránsito,42937,14201,n
mejora,42933,364,n
International,42932,2142125,n
Suprema,42911,0943,n
modalidades,42841,315110,n
ojo,42901,6,n
aporte,42854,941,n
permiso,42813,9430,n
desigualdad,42676,106511,n
instalación,42759,201502,n
luchas,42678,560,n
vínculos,42652,82750,n
tráfico,42628,1487,n
Agricultura,42592,647514,n
herramientas,42577,43210,n
Muñoz,42486,320,n
SAN,42471,02,n
reflexiones,42476,485620,n
D.F.,42302,18,Error
propósitos,42449,949010,n
estación,42394,0102,n
trayectoria,42426,14714,n
huelga,42298,56,n
reina,42293,42,n
expedición,42256,09102,n
hierro,42222,4,s
convivencia,42192,728820,n
adopción,42198,1902,n
distrito,42147,10141,n
negros,42132,2640,n
Tomo,42126,13,s
Gonzalo,42089,6205,n
películas,42039,95750,n
castellano,42007,7012,n
Cristóbal,41970,740195,n
Judicial,41982,6105,n
Asia,41948,0,n
mejoramiento,41928,364321,n
cámara,41918,734,s
épocas,41890,970,n
historiadores,41881,014140,n
socios,41858,000,n
Medina,41851,312,n
Literatura,41834,51414,n
misterio,41747,3014,n
abandono,41798,9212,n
formulación,41713,843502,n
juegos,41731,660,n
sesiones,41669,0020,n
gracias,41661,6400,n
talleres,41605,140,n
protesta,41500,94101,n
ubicación,41460,9702,n
rigor,41450,464,n
restricciones,41403,40147020,n
luna,41358,52,n
Estudio,41355,011,n
ministros,41346,320140,n
ejemplares,41348,639540,n
jardín,41340,6412,s
hoja,41298,6,s
validez,41338,8510,n
articulación,41241,417502,n
Hidalgo,41197,156,n
caballos,41205,790,n
aprovechamiento,41188,9486321,n
yo,41141,,n
licencia,41202,5020,n
confusión,41169,72802,n
competitividad,41146,73911811,n
segundo,41059,0621,n
redacción,41021,41702,n
rato,41047,41,n
desaparición,41021,109402,n
Jalisco,41130,6507,n
islas,40990,050,n
prisión,40950,9402,n
Calderón,40911,75142,n
Jean,40882,62,n
comentario,40877,73214,n
mínimo,40904,323,n
Occidente,40848,70121,n
espectáculo,40795,097175,n
socialismo,40793,00503,n
luces,40786,500,n
sonido,40778,021,n
Fig.,40725,86,Error
contradicción,40774,72141702,n
Premio,40753,943,n
crimen,40702,7432,n
contaminación,40763,7213202,n
Monterrey,40680,3214,n
do,40587,1,n
Espíritu,40585,0941,n
Fuerzas,40580,8400,n
puente,40573,921,s
frío,40547,84,n
Guadalupe,40561,6159,n
cliente,40543,7521,n
Producción,40535,941702,n
du,40475,1,n
nacionalismo,40535,202503,n
Capital,40504,7915,n
fortalecimiento,40452,84150321,n
retorno,40458,4142,n
apariencia,40416,9420,n
Lorenzo,40408,5420,n
discriminación,40389,10743202,n
adaptación,40373,19102,n
fábrica,40337,8947,s
Supremo,40344,0943,n
Mexicanos,40382,36720,n
America,40258,347,n
pacto,40327,971,n
merced,40211,3401,n
alimentación,40207,532102,n
Hospital,40197,0915,n
labores,40254,5940,n
reserva,40137,4048,n
archivos,40128,4680,n
violación,40115,8502,n
dominación,40046,13202,n
coronel,40053,7425,n
pecado,40039,971,n
cálculo,40014,7575,n
Salamanca,40011,05327,n
marca,40009,347,n
